Company Name,Key ID,Address Line 1,City,Phone,URL,Revenue (As Reported),Employees,Match Status,CRM Company Name,CRM Group ID,CRM Company ID
National Centre For Management And Training,120029870,P.O. Box 7796,Abu Dhabi,26721777,http://www.ncmt-uae.com,,41.0,low=60,Merit For Management and Economic Consulting,498299,87007
Mc Connel Dowell Abu Dhabi - L L C,103636931,Po Box 46512,Abu Dhabi,26737339,http://www.mcconnelldowell.com.au,,41.0,not matched=0,,,
Crown Printing Centre,120011579,P.O. Box 46415,Abu Dhabi,26725747,,,40.0,low=68,Carlton Printing Press LLC,1590272,1189893
Telefon AB LM Ericsson,121414388,Technical Office UAE Office S 404 Al Ferdous Tower,Abu Dhabi,971-26968600,,,40.0,not matched=0,,,
SNEF Abu Dhabi,42386078,"PO Box 46388, Al Qubaisi Bldg., Hamdan St.",Abu Dhabi,971-02 62727119,http://www.snef.fr,11600000.0,40.0,not matched=0,,,
Precision Drilling Corporation - Middle East,121662788,Bin Arar Bld Alnajda St,Abu Dhabi,971-26747333,http://www.precisiondrilling.com,,40.0,low=36,ESNAAD (Abu Dhabi Drilling Chemicals and Products),649750,60091
Llj Property,120011215,Po Box 107729,Dubai,22255555,http://www.lljproperty.com,,40.0,not matched=0,,,
Det Norske Veritas,120010704,Po Box 3149,Abu Dhabi,26436439,http://www.dnv.com,,40.0,low=47,Veritas Film,1466637,3388215
European Exhibition For Modern Furniture Ltd,42385877,Po Box 4127,Abu Dhabi,26772871,http://www.europeanexhibition.co.ae,4383500.1,40.0,low=52,Emirates Exhibitions Services,1489990,3455947
Yara Decor,48609238,PO Box 7349,Abu Dhabi,971-02 6266610,http://www.adcecogroup.com,23600000.0,40.0,low=59,Samaya Decoration,271722,64891
Costain Abu Dhabi Company,42385842,PO Box 3069,Abu Dhabi,971-25553920,http://www.costain-abudhabi.ae,,40.0,not matched=0,,,
Rimal Engineering Products,42386053,,Abu Dhabi,971-26332267,http://www.rimal.ae,115800000.0,40.0,high=100,Rimal Engineering Products,1505854,3461001
Falcor Engineering & Contracting Services - L L C,92460892,Po Box 48576,Abu Dhabi,26342555,http://www.falcor-eng.com,,40.0,high=91,Falcor Engineering & Contracting Services,1553659,26899
Tolico Trading & Oilfield Services L L C,120010604,Po Box 7510,Abu Dhabi,6770111,http://www.tolicotrading.com,,40.0,not matched=0,,,
Energo Consult L.L.C.,121402657,Hamadan Street Al Qubaissi Building,Abu Dhabi,971-26763554,,,40.0,low=66,Pioneer Engineering Consultancy L.L.C,1470521,1222438
National Industrial Company L.L.C.,42386016,"PO Box 706, Bin Hamuda Bldg., Opposite Electra Rd.",Abu Dhabi,971-02 6721000,,30799999.0,35.0,low=67,Al Nasser Industrial Ent. L.L.C.,792251,563654
Al Dhabi Brokerage Services LLC,123849977,Al Salam St Abu Dhabi Commercial Bank Building 5th Floor,Abu Dhabi,971-26962330,http://www.adbtrade.com,,35.0,high=76,Abu Dhabi Sewerage Services,412149,95996
PLS Pipeline Services Ltd.,42386043,PO Box 4500,Abu Dhabi,971-02 5554513,http://www.piggingassnppsa.com,13000000.0,35.0,low=42,APCC - Al Dhafra Pipeline & Contracting Co WLL,328984,58194
Pearl Emirates Auto and Machinery Company L.L.C.,42385809,PO Box 46918,Abu Dhabi,971-02 6411446,http://www.peamco.ae,4000000.0,35.0,low=65,Emirates Insurance Company P.S.C,980350,3035713
Veolia Environmental Services Qatar L.L.C.,125518340,,Abu Dhabi,971-2-55-11-557,,,35.0,high=82,Veolia Environmental Services,1204599,3373312
Fichtner Consulting Engineers - Abu Dhabi,92460945,Po Box 3657,Abu Dhabi,24453066,http://www.fichtner.de,,35.0,not matched=0,,,
Syscoms Information Technology,42386091,"Syscoms College Building,Near Central Market, Opp. Abu Dhabi Chamberof Commerce, Opp. Abu Dhabi Chamber of Commerce",Abu Dhabi,971-02 6355554,http://www.syscomscollege.com,18299999.0,35.0,not matched=0,,,
Baynunah Well Pipes Factory Limited,122146057,Po Box 3353,Abu Dhabi,26794242,,20000000.0,33.0,low=54,Baynunah Laboratories,462549,229515
New India Assurance,92507454,Abu Bakr Al-Sediq Road Building Number 21,Abu Dhabi,26440428,http://www.newindia.co.in,,31.0,low=50,New Dental Clinic,1540604,3476883
Pasteur Central Laboratories Ltd,106238183,P.O. Box 43300,Abu Dhabi,,http://www.pcl-uae.com,,31.0,low=65,Emirates Audiology Center and Laboratories,86550,27109
Eastern Bechtel Co Ltd,92460842,P.O. Box 2661,Abu Dhabi,26318999,http://www.bechtel.com,,31.0,low=43,United Eastern Group,8715,89378
Viola Communications Llc,120011375,Abu Dhabi Mall West Tower  6Th Floor,Abu Dhabi,26449444,http://www.viola.ae,,31.0,medium=71,KBS Communications,1668488,3485577
Jgc Corporation,92461077,P.O. Box 28543,Abu Dhabi,,http://www.jgc.co.jp,,31.0,not matched=0,,,
Fluor Mideast Limited,92460965,Al Obaidly Tower 5 1St 2Nd  14Th And 15Th Floor Al Istiqlal Stre,Abu Dhabi,26172700,http://www.fluor.com,,31.0,low=49,Mideast Data Systems,126821,23930
Trowers & Hamlins,92461332,P.O. Box 45628,Abu Dhabi,26267274,http://www.trowers.com,,31.0,not matched=0,,,
Guardian Insurance Brokers,120011458,P.O. Box 51012,Abu Dhabi,26777116,http://www.gib-uae.com,,31.0,low=67,Guardian Industries,1481740,3125579
Amideast,92460686,P.O. Box 5464,Abu Dhabi,,http://www.amideast.org,,31.0,not matched=0,,,
Dassault Aviation,120010316,P.O. Box 70356,Abu Dhabi,26268388,http://www.dassault-aviation.com,,31.0,low=67,Rotana Jet Aviation,1595982,3488595
Technical Insurance Services,120012213,P.O. Box 45610,Abu Dhabi,24483444,http://www.technicalinsuranceuae.com,,31.0,low=68,United Technical Services,1502603,27076
Daly Fluid Technologies Llc,120010381,Mena Abu Dhabi Warehouses,Abu Dhabi,26736349,http://www.dalyft.com,,31.0,low=38,Rotork Fluid Systems,826901,26661
Turner Construction International Llc,92461350,Etisalat Street Old Jashanmal Building  Al Fandal Mazrooey,Abu Dhabi,26500888,http://www.turnerconstruction.com,,31.0,low=34,Turner ECS,1587727,3488438
Waagner-Biro Bin Butti Engineering L.L.C.,120010347,Hamdan Street,Abu Dhabi,971-2-674-16-36,http://www.waagner-biro.com,,31.0,low=44,Bin Butti International Holdings,1360449,3036483
Thales,92461338,P.O. Box 47186,Abu Dhabi,26761418,http://www.thalesgroup.com,,31.0,not matched=0,,,
Mothercare Ltd.,92461186,P.O. Box 26754,Abu Dhabi,26219700,http://www.mothercare.com,,31.0,not matched=0,,,
Ginorse Uae Wll,92461485,P.O. Box 4492,Abu Dhabi,26727681,http://www.ginorse.com,,31.0,low=32,Verger Delporte UAE LTD,1496169,62933
Safar Travel Services,92028288,Liwa Street,Abu Dhabi,971-26225225,http://www.safar.ae,49000000.0,30.0,medium=71,Al Masaood Travel and Services,1270349,63856
International Development Company,42385937,PO Box 2621,Abu Dhabi,97126222444,http://www.idcuae.com,217800000.0,30.0,not matched=0,,,
Hanscomb Consultants Inc,92461063,Po Box 41124,Abu Dhabi,26262461,http://www.hanscomb.com,,30.0,not matched=0,,,
Driver Project Services (UAE) LLC,121399048,Ofc 105 Al Mansoori Plz Sheikh Hamdan St,Abu Dhabi,971-26780466,,,30.0,low=66,"Pure Project Management Services, LLC",958391,3035164
Al Hilal Takaful PSC,123762059,PO Box 111644,Abu Dhabi,971-02 4994400,http://www.alhilalbank.ae,225600010.0,30.0,high=89,Al Hilal Takaful,1219999,3335857
Northcroft Middle East - Abu Dhabi,92507455,Po Box 4670,Abu Dhabi,26446237,http://www.northcroftmiddleeast.com,,30.0,not matched=0,,,
Daff Trading and Oil Services,42385847,PO Box 7399,Abu Dhabi,971-02 6778000,http://www.daffgroup.ae,24100000.0,30.0,low=60,Zakher Marine Oilfield Services,1396446,30061
ESCAN PJSC,102157221,PO Box 93888,Abu Dhabi,971-04 4474202,http://www.escan.ae,52599998.0,30.0,low=15,Escan Real Estate,810051,58058
United Technical Services,42386111,PO Box 277,Abu Dhabi,971-26774400,http://www.uts.ae,60000000.0,30.0,high=100,United Technical Services,1502603,27076
Gray Mackenzie & Partners - Abu Dhabi - Limited - Wll,121882480,Po Box 247,Abu Dhabi,24462424,,70000000.0,30.0,low=32,Pivot Engineering & General Contracting Co WLL,1442347,29598
Nexans France - Abu Dhabi,123249949,PO Box 47889,Abu Dhabi,971-26328724,,,28.0,low=62,Agence France-Museums (Louvre Abu Dhabi),1655404,3474482
NCR,42386023,PO Box 350,Abu Dhabi,971-02 6333700,,36000000.0,28.0,low=8,Concrete Technology LLC,1708311,62862
Al Moherbie Thermoplast L.L.C.,42385993,PO Box 46767,Abu Dhabi,971-02 6448936,,,28.0,not matched=0,,,
Atiq Al Dhaheri & Company - L L C,122896049,Po Box 44719,Abu Dhabi,25540676,http://www.aadtra.com,32000000.0,28.0,low=62,Atiq Al Dhaheri,37095,27998
Habib Exchange Co.Llc.,120010933,Po Box 2370,Abu Dhabi,26272656,http://www.habibexchange.com,,28.0,low=43,Bin Shabib and Associates,1458582,3430877
Bovis Lend Lease International Limited,50407619,Po Box 47029,Abu Dhabi,26275677,http://www.bovislendlease.com,,26.0,not matched=0,,,
Union Gulf Services L.L.C.,92460975,Po Box 46800,Abu Dhabi,26282121,http://www.uniongulf.ae,,26.0,high=84,Union Gulf Services Est.,1398798,3396057
Mohammed Bin Ghalib Energy Enterprises,42386708,PO Box 2177,Abu Dhabi,971-02 6263132,,13900000.0,25.0,low=55,Millennium Energy Industries,1213248,3374892
Abu Dhabi National Leasing LLC,125228728,One NBAD Tower 17th Floor Sheikh Khalifa Street,Abu Dhabi,971-26112000,http://www.adnl.ae,,25.0,not matched=0,,,
Spaceage Electrical Company,92461376,P.O. Box 43693,Abu Dhabi,25500150,http://www.spaceageelectrical.com,,25.0,low=67,Electrical Lighting Company,883841,91743
Complete Engeneering - L L C,122044236,Po Box 38068,Abu Dhabi,26774323,,500000.0,25.0,low=46,Complete Technical Solutions,933990,3033895
Emirates Safety Services Ltd.,42385869,"PO Box 6322, Mussafah",Abu Dhabi,971-2 5555725,http://www.emisafe.ae,6300000.2,25.0,low=69,Emirates Taste Catering Services,1533311,3392244
Dutco Tenant Llc,93130925,Po Box 2534,Abu Dhabi,26348495,http://www.dutcotennant.com,,25.0,not matched=0,,,
Emirates National Shipping Services - L L C,123249970,Po Box 30180,Abu Dhabi,26338100,,10000000.0,25.0,medium=71,Emirates Engineering Services LLC,1561008,3481880
KPMG Abu Dhabi,42385957,PO Box 7613,Abu Dhabi,971-02 6343318,http://www.kpmg.com,118500000.0,25.0,low=44,KPMG,1596442,3492085
Power Transmission (Gulf) Ltd.,42386044,PO Box 376,Abu Dhabi,971-02 6767628,,13900000.0,25.0,low=64,Serck Services (Gulf) Ltd.,1504329,3390406
NMC Pharmacies,124754329,Electro St Airport Rd,Abu Dhabi,971-26332255,,,25.0,low=51,Al Amal Medical Center and Pharmacies,1735595,3509915
Cimac Electrical and Control Systems LLC,125643301,2nd Floor Sahara Residence Khalifa Street,Abu Dhabi,971-2-6263222,,,25.0,low=61,Americana Computer Systems,1462033,3387870
BP Exploration Operating Co Ltd,42385815,PO Box 46600,Abu Dhabi,971-2-493-5555,http://www.bp.com/contacts.do?categoryId=436&contentId=2000550,636299990.0,25.0,low=47,Abu Dhabi Marine Operating Company (ADMA OPCO),352797,29649
Marina Insurance Brokers,120010364,P.O. Box 42032,Abu Dhabi,26311130,http://www.marinaib.com,,25.0,high=100,Marina Insurance Brokers,583150,54154
Al Fuad Trading Establishment,123167892,Po Box 46395,Abu Dhabi,26774436,http://www.alfuad.com,45000000.0,25.0,not matched=0,,,
Serck Services Co. (LLC),92461283,,Abu Dhabi,971-2-5553108,http://www.serckgulf.com,,25.0,low=68,Serck Services (Gulf) Ltd.,1504329,3390406
National Bank of Oman SAOG,42386009,"PO Box 3822, Najda St.",Abu Dhabi,971-02 6348111,http://www.nbo.co.om,1168200000.0,25.0,high=89,National Bank of Oman,352248,29233
Abu Dhabi National Exhibitions Co.,42385729,PO Box 5546,Abu Dhabi,971-02 4446900,http://www.adnec.ae,24100000.0,22.0,high=82,Abu Dhabi National Exhibitions Company (ADNEC),439299,537663
Grafik International Llc,96930356,Po Box 51527,Abu Dhabi,6321000,http://www.giuae.ae,,21.0,not matched=0,,,
French Business Group,92460986,P.O. Box 73390,Abu Dhabi,26741137,http://www.fbgabudhabi.com,,21.0,low=47,French Dental Aesthetic Center,1741021,3513203
Baynunah Hilton Tower,92461028,Corniche Road,Abu Dhabi,26327777,http://www.hilton.com,,21.0,low=57,Baynunah Laboratories,462549,229515
Club,120011577,P.O. Box 658,Abu Dhabi,26731111,http://www.the-club.com,,21.0,low=57,Viavi Club,1585403,3487759
Alliot Hadi Shahid,92460680,P.O. Box 46198,Abu Dhabi,26222300,http://www.alliottuae.com,,20.0,low=32,Hadir Projects and Environment Systems,1471660,31070
Syscoms College,48284258,Airport Rd.,Abu Dhabi,971-02 6355554,http://www.syscomscollege.com,10500000.0,20.0,low=44,Brighton College Abu Dhabi,1477546,3448007
FURNICON,96930428,PO Box 51528,Abu Dhabi,971-02 6352570,http://www.furnicon.ae,16299999.0,20.0,not matched=0,,,
Data Capture Systems Company W.L.L.,48609235,Po Box 47663,Abu Dhabi,26450110,http://www.dcsme.ae,10000000.0,20.0,low=54,Injazat Data Systems LLC,500650,3515257
Grafik International L.L.C.,92502007,PO Box 4118,Abu Dhabi,971-02 6321000,http://www.giuae.ae,15100000.0,20.0,not matched=0,,,
"Falcon Tours, Travel and Cargo",50835918,"PO Box 43832, Back of Al Muhairy Shopping Ctr., Khalidia",Abu Dhabi,971-02 6348000,http://www.alhamed.com/fttcinfo.htm,62500000.0,20.0,low=54,Toubkal travel and Tourism,1520786,3470430
Gibca Information Technology - L L C - Gibtek,92461491,P.O. Box 44457,Abu Dhabi,26277100,http://www.gibca.com,,20.0,not matched=0,,,
Belmour Trading Agencies Establishment,122044255,Po Box 27406,Abu Dhabi,26668880,,15000000.0,20.0,medium=70,Medik Trading Agencies Estb.,23,89530
ITQAN-Al Bawardi Computers,42385805,PO Box 51526,Abu Dhab,971-02 6767666,http://www.itqan.ae,8500000.0,20.0,low=68,Al Garbiyah Computers,1461834,3434242
Al Benaa Real Estate Investment Co PJSC,111192741,PO Box 107781,Abu Dhabi,971-2-6722285,http://albenaauae.com,55000000.0,20.0,high=81,Albenaa Real-Estate Investment,307134,85391
Sheraton Khalidiya Hotel,92461240,Zayed The First Street Khalidiya Area P.O. Box 6727,Abu Dhabi,26666220,http://www.sheraton.com,,20.0,not matched=0,,,
Al Hutaib Electromechanical Company- W L L,122895655,Po Box P.O.Box 36170,Abu Dhabi,26211740,,3500000.0,20.0,medium=72,Hi Electromechanical Contracting LLC,1667763,3499796
Ojaco Engineering Co.,43871861,PO Box 46372,Abu Dhabi,971-2 6272340,http://www.adcecogroup.com,19100000.0,20.0,not matched=0,,,
National Bank of Bahrain BSC,50779895,PO Box 46080,Abu Dhabi,971-02 6335288,http://www.nbbonline.com,887799990.0,19.0,not matched=0,,,
Shell Abu Dhabi B.V.,42386071,,Abu Dhabi,971-2-6333620,http://www.shell.com/home/content/are/footer/contact_us/,51700001.0,18.0,not matched=0,,,
Middle East Container Repair Company Limited - Abu Dhabi,42385988,PO Box 4501,Abu Dhabi,971-02 6732434,http://www.mecrc.ae,8899999.6,18.0,low=36,Overseas Cans & Containers L.L.C.,973392,3035956
Fortune Promoseven,137067693,2454 Pink Building 2nd Floor Eastern Ring Road,Abu Dhabi,971-2-449-4405,http://www.promoseven.com,,18.0,high=100,Fortune Promoseven,91852,26567
Leaders International Technology Co.,42385961,PO Box 45125,Abu Dhabi,971-02 6760111,,8500000.0,18.0,low=54,Leaders Training Center,1319848,3386861
BICC Al Jallaf WLL,42385807,PO Box 46707,Abu Dhabi,971-02 6222320,,11500000.0,18.0,low=41,APCC - Al Dhafra Pipeline & Contracting Co WLL,328984,58194
Tecsol Electrical Installation & Maintenance,122044352,Po Box P.O.Box 110876,Abu Dhabi,26718907,,2000000.0,17.0,low=65,CIRTA electro Mechanical Contracting Maintenance,1503968,3457148
Mideast Data Systems,122882372,Po Box 7899,Abu Dhabi,26276354,,1182640000.0,17.0,high=100,Mideast Data Systems,126821,23930
Tata Communications Middle East And North Africa,92461315,City Center Building Block A  Office 204 2Nd Floor Hamdan Street,Abu Dhabi,26266223,http://www.tatacommunications.com,,16.0,low=54,Telecommunications Regulatory Authority - TRA,1579759,310163
Al Muhairy General Trading Company L.L.C.,120012179,Po Box 26288,Abu Dhabi,26772040,http://www.almuhairytrading.com,,15.0,high=91,Al Muhairy General Trading Company,348703,30678
Al Areef Computer Institute,120010429,P.O. Box 37628,Abu Dhabi,26268570,http://www.areef.ae,,15.0,low=68,Al Ashraf Computers ,106363,27864
I H I Emirates Company Limited,122982047,Po Box 2374,Abu Dhabi,26789400,,12000000.0,15.0,low=62,Emirates Computers,14880,26774
Sembawang UAE Pte Ltd.,121405205,501-504 Al Gaith Tower Hamdan Street,Abu Dhabi,971-48815165,http://www.sembawangenc.com,,15.0,low=45,Combined Cargo UAE LLC,215122,27825
United Arab Shipping Company,42386108,Tourist Club Area Omar Bin Zayd Bldg 3rd Foor 304,Abu Dhabi,971-26332111,http://www.uasc.com,,15.0,low=55,Anhui Arabest General Contracting Company,1491354,3456810
Gulf Commercial Agency,42385906,PO Box 46962,Abu Dhabi,971-02 5553456,,14300000.0,15.0,medium=73,Alyazya Commercial Agencies,1565813,3479618
"Bainuna Mechanical, Electrical Equipment & Oil-Field Services",122048005,Po Box 642,Abu Dhabi,26393303,,15000000.0,15.0,low=56,IMECO (International Mechanical And Electrical Company )/ Al Shirah recruitment services,242870,30506
Nahla Medical Supplies,106238176,Po Box 29348,Abu Dhabi,26764975,http://www.nahlamed.ae,120000000.0,15.0,high=86,nahla medical supplies,102168,26698
Al Badri Traders Company L.L.C.,42385788,PO Box 3476,Abu Dhabi,971-02 6789956,http://www.albadri.org,7300000.2,15.0,not matched=0,,,
Icapital,121851714,Po Box 37148,Abu Dhabi,26581050,http://www.icapital.ae,35000000.0,15.0,high=75,iCapital,1427151,23792
I H I Uae Company Limited,92461038,Po Box 2374,Abu Dhabi,26789400,http://www.ihiuae.com,,14.0,low=34,UAE Royal Family,1736014,3509892
Salem Ibrahim Al Saman,48609265,PO Box 271,Abu Dhabi,971-02 6268888,,8500000.0,14.0,high=88,Salem Ibrahim Al Saman Group,1727780,3507066
Mace International Limited,92461168,Po Box 37501,Abu Dhabi,,http://www.macegroup.com,,13.0,low=65,Mace Contractors Ltd,937844,3032982
Gulf Net Security Systems Co. Llc,123278625,Po Box 28607,Abu Dhabi,26728847,,32599998.0,13.0,low=59,Gulf National Securities Centre,636649,545604
KNDT UAE Techno Inspection LLC,121700819,M-36 Plot 58 Warehouse 3 Mussafah,Abu Dhabi,971-2-553-5825,,,13.0,low=54,Epta UAE Technical Services L.L.C,1575440,3484741
Waha Maritime,111192810,"NA02, NA02,",Abu Dhabi,971-2-6677343,http://www.wahacapital.ae/,,13.0,low=50,Valentine Maritime Gulf LLC,87607,27115
Al Hamed ITC,42385940,PO Box 592,Abu Dhabi,971-02 6674777,http://www.alhamed.com/itcinfo.htm,6500000.0,12.0,low=26,Alsa Apollo Kitchens International,1742949,3391447
Accenture Middle East B V - Abu Dhabi,92461522,Po Box 29002,Abu Dhabi,26429644,http://www.accenture.com,,12.0,medium=72,Accenture Middle East,1505061,1357787
Abu Dhabi Commercial Corp.,42385721,PO Box 4214,Abu Dhabi,971-02 6722828,,14500000.0,12.0,high=79,Abu Dhabi Commercial Bank ADCB,246670,31488
Ranya Trading WLL,42386049,PO Box 602,Abu Dhabi,971-02 6773063,,6699999.8,12.0,low=52,Ranya General Construction CO LLC,92804,23783
"Mitsui & Co., Middle East Ltd.",50664444,Ste 1002 10th Fl Al Masaood Tower Sh Hamdan St,Abu Dhabi,971-26322119,http://www.mitsui.com,,12.0,not matched=0,,,
Crescent Oilfield Supplies Est,42385845,PO Box 7355,Abu Dhabi,971-02 5547800,http://www.alnasr-uae.com,11900000.0,12.0,low=67,Al Ghaith Oilfield Supplies,489549,306854
Bae Systems,120010705,Po Box 4049,Abu Dhabi,26338831,http://www.baesystems.com,,12.0,high=75,Smart Systems,84955,23848
Technical Scientific Enterprises Company (Techni) - L L C,92461514,Po Box 5100,Abu Dhabi,26727888,http://www.techni-uae.com,,10.0,low=51,"Technical Centre Ltd General Contracting Co LLC, The",610650,57535
Van Leeuwen Pipe & Tube (Middle East) Ltd.,50087272,Al Karmaneh St Internatinal Tower Ste 2105,Abu Dhabi,971-26271840,http://www.vanleeuwen.ae,,10.0,low=53,Perma-Pipe Middle East FZC,912695,89093
Sainrapt Contracting Co L.L.C.,42386065,PO Box 661,Abu Dhabi,971-2-676-4007,,183200000.0,10.0,not matched=0,,,
Sultan International Establishment,92461151,Po Box 3486,Abu Dhabi,26224411,,,10.0,low=63,KEO International Consultants,1485130,29473
Amalgamated National Diversified Offshore Company Ltd.,100971444,"PO Box 7333, Al Nasr St., Falcon Twr.",Abu Dhabi,971-02 6326677,http://www.anholdings.com,5400000.1,10.0,low=40,Tek Signals SAL (Offshore),1522056,57650
Qatar Insurance Company - Abu Dhabi,98460544,,Abu Dhabi,971-26769466,http://www.qatarinsurance.com,,10.0,not matched=0,,,
Sharjah Islamic Bank PJSC - Abu Dhabi,42386011,PO Box 43153,Abu Dhabi,971-02 6743153,http://www.sib.ae,467100010.0,10.0,medium=70,Sharjah Islamic Bank,352547,24572
ADCECO Group,48609229,"PO Box 47029, ADCECO Building, Port Zayed, Free Zone",Abu Dhabi,971-2 6732111,http://www.adcecogroup.com,5400000.1,10.0,not matched=0,,,
Habib Trading Company - W L L,120011384,Po Box 30929,Abu Dhabi,26315001,http://www.habibtrading.com,,10.0,low=37,Bin Shabib and Associates,1458582,3430877
Mansoori Industrial Supply,42385968,PO Box 287,Abu Dhabi,971-02 6339795,http://www.mansoori-industrial.com,8100000.4,10.0,low=56,Discrete Industrial Group - UAE,1668067,3499824
Oracle Systems Limtied,101788426,Arab Monitary Fund Bldg. P.O. Box 30339,Abu Dhabi,26323216,http://www.oracle.com,,10.0,low=53,Maverick Systems,298882,84575
GIBCA Abu Dhabi,42385898,"PO Box 2570, Head Office, Gibca Bldg.",Abu Dhabi,971-02 6260222,http://www.gibca.com,2900000.1,10.0,not matched=0,,,
Agricultural Engineering Company L.L.C.,48584136,PO Box 16015,Abu Dhabi,971-03 7217912,,,10.0,low=51,Gulf Dunes Landscaping and Agricultural Services Company,478900,88941
Al Mazroui Engineering Co.,50664555,PO Box 97,Abu Dhabi,971-02 6724422,http://www.mengineering.info,5400000.1,10.0,low=62,Al Mazroui Group,1440796,104464
Abu Dhabi Equipment Co.,42385723,PO Box 4303,Abu Dhabi,971-02 5554079,http://www.mobh.ae,10900000.0,9.0,low=64,Arabian Equipment Rental,1004296,56886
Samer Engineering Consultancy Group,42386067,"PO Box 2764, Emirates Dates Bldg., Sheikh Khalifa St.",Abu Dhabi,971-02 6744359,http://www.samergroup.com,3200000.0,9.0,high=100,Samer Engineering Consultancy Group,714852,29663
Liechtensteinische Landes Bank (Switzerland Ltd - Abu Dhabi,120010420,Po Box 48230,Abu Dhabi,26655666,http://www.llb.ae,,9.0,not matched=0,,,
Aabharan Jewellery LLC,121418083,UAE Exchange Centre Building Hamdan Street,Abu Dhabi,971-26339433,http://www.nmc.ae,,9.0,low=58,Al Manara International Jewellery,1488149,3454063
Al-Salam Express Cargo,120012182,P.O. Box 7201,Abu Dhabi,26260510,http://www.alsalamcargo.com,,8.0,high=95,Al Salam Express Cargo,121564,27004
Asi Trading - Middle East - Llc,123249132,Po Box 4108,Abu Dhabi,26447500,,3000000.0,8.0,low=39,Asian Philippine Medical Center,1732976,3509026
The Commercial Counsellor's Office At The Austrian Embassy,92460906,"Al Hazna Tower, 7Th Flr., 702",Abu Dhabi,26766633,http://www.austrianembassy.ae,,8.0,low=47,The Office of The Brand of Abu Dhabi,1086747,3383677
ESAB Middle East LLC,124754141,,Abu Dhabi,971-25547831,http://www.esab.ae,,8.0,not matched=0,,,
Issam Bookshop - L L C,121881518,Po Box 2295,Abu Dhabi,26343557,,1000000.0,8.0,low=33,Issam Kabbani and Partners For Supply and Trade Co. Ltd.,1455627,184518
Austroconsult,92461481,P.O. Box 41306,Abu Dhabi,26763663,http://www.austroconsult.at,,8.0,low=7,AUSTROCONSULT LLC,172515,25062
Favelle Favco Machinery & Equipment L.L.C.,92461488,Level 01 Yateem Optician Building Khalifa Street,Abu Dhabi,971-26277948,http://www.favellefavco.ae,,8.0,low=62,Europe Machinery Equipment,296280,84065
Advanced Systems International L L C,122781970,Po Box 51414,Abu Dhabi,56275750,,821900.01,8.0,low=61,Abu Dhabi Systems Integration (ADSI),1026344,224332
Al Sahwa Trading Co. LLC,124718143,Khaleefa St,Abu Dhabi,971-26273270,http://www.al-hassan.com/contactus.html,,8.0,not matched=0,,,
"Taisei Saudi Arabia Co., Ltd.",121662652,Office 1603 16th Floor Sultan Tower Najda Street,Abu Dhabi,971-26341005,http://www.taisei.com,,8.0,low=43,Saudi Oger Emirates Limited LLC,343347,549065
Khansaheb Sykes Co.,42385954,PO Box 4056,Abu Dhabi,971-02 5554131,http://www.khansahebsykes.com,16700001.0,7.0,not matched=0,,,
Bin Maeem Hospital Supplies L L C,123098013,Po Box 567,Abu Dhabi,4465659,,5000000.0,7.0,low=63,Bin Ali Medical Supplies,1632657,215474
Stone and Webster International Corp.,42386087,PO Box 4722,Abu Dhabi,971-02 6728833,http://www.sw-international.co.ae,3800000.0,7.0,low=42,StoneHenge Property Management,1556114,3480686
Prolight - L L C,122044223,Po Box 54230,Abu Dhabi,26229980,,4699999.8,7.0,not matched=0,,,
Janana Trading Co.,42385946,PO Box 2502,Abu Dhabi,971-02 6784783,,94599998.0,7.0,low=33,jananah investments/Applebees International,266171,62753
Abdul Aziz Bin Rubaya and Sons L.L.C.,105436129,PO Box 107,Abu Dhabi,971-02 6272000,,4500000.0,6.0,low=60,Ali and Sons LLC,213821,27020
Credit Suisse Representative Office,139457077,PO Box 47060,Abu Dhabi,971-02 6275048,http://www.credit-suisse.com,280399990.0,6.0,low=51,UAE Foreign Aid Coordination Office,1171702,3383681
Big Red Tubular Industries - L L C,120011106,Po Box 4030,Abu Dhabi,25501871,http://www.bigredtubular.com,,6.0,low=62,Rubber World Industries LLC,1749207,1182080
G.I.T Fze,122044453,Po Box 16111,Ras Al Khaymah,26289255,,10000000.0,6.0,low=38,PBS FZe,1506156,3449214
"Hitachi Plant Technologies, Ltd.",124442422,4th Floor Al Fahim Center 10th & 17th Intersection,Abu Dhabi,971-2-555-0856,,,6.0,low=33,Royal Green Flowers and Plants LLC,1736308,3510647
Al Fandi Mazroui Travel and Tourism,42385982,PO Box 2905,Abu Dhabi,971-02 6311630,http://www.alfandigroup.com,8600000.4,6.0,medium=74,Al Faisal Travel and Tourism Agency,1490427,91458
Abu Dhabi Industrial Supplies Establishment,120029808,Po Box 27679,Abu Dhabi,26340403,http://www.adis-uae.com,,6.0,low=62,Five Continents Technical and Industrial Services Establishment,407099,90171
Pioneers World Oil & Gas Services - L L C,122940118,Po Box 94375,Abu Dhabi,26710231,,10000000.0,5.0,medium=70,pioneers  oil & gas services,1022145,1284112
Oasis Oilfield Services and Supplies,42386029,PO Box 7968,Abu Dhabi,971-02 6211885,http://www.oasisoilfield.ae,4900000.1,5.0,low=63,Al Ghaith Oilfield Supplies,489549,306854
Berns Brett Masaood Insurance  L.L.C,120010775,Po Box 111566,Abu Dhabi,26761939,http://www.bernsbrettmasaood.com,,5.0,low=42,Al Masaood Travel and Services,1270349,63856
